@RELATION 'Music feature'
%rows=1
%columns=14720
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Angles in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
2.6483634,1396
2.6635492,1397
2.6704705,1398
2.7390106,1399
2.587534,1400
2.6201904,1401
2.553441,1402
2.421296,1403
2.4702632,1404
2.7621477,1405
2.8600333,1406
2.8641667,1407
2.8724253,1408
2.870039,1409
2.8495293,1410
2.8408065,1411
2.8432481,1412
2.8302069,1413
2.8092482,1414
2.8301718,1415
2.777057,1416
2.7664711,1417
2.8205721,1418
2.7698035,1419
2.6510768,1420
2.6751084,1421
2.662054,1422
2.6955695,1423
2.7896466,1424
2.726164,1425
2.8345342,1426
2.797624,1427
2.7138212,1428
2.723708,1429
2.745993,1430
2.8080847,1431
2.7550483,1432
2.770953,1433
2.7526212,1434
2.6936839,1435
2.818826,1436
2.842061,1437
2.8438163,1438
2.8442953,1439
2.8444948,1440
2.8432715,1441
2.8423696,1442
2.8363788,1443
2.8071375,1444
2.7598345,1445
2.801246,1446
2.8388593,1447
2.8418462,1448
2.8150468,1449
2.6565614,1450
2.807512,1451
2.8132226,1452
2.8261921,1453
2.8196635,1454
2.8190348,1455
2.8236625,1456
2.823496,1457
2.8202462,1458
2.8142605,1459
2.8390884,1460
2.8773408,1461
2.8402538,1462
2.8109512,1463
2.7777746,1464
2.7854393,1465
2.7639463,1466
2.713843,1467
2.7290626,1468
2.7497585,1469
2.836449,1470
2.8399217,1471
2.8435113,1472
2.8406386,1473
2.8450754,1474
2.8378613,1475
2.813354,1476
2.8185909,1477
2.8165498,1478
2.8296812,1479
2.8422446,1480
2.8423698,1481
2.811699,1482
2.8387918,1483
2.8284595,1484
2.7543163,1485
2.8692613,1486
2.8416748,1487
2.8184094,1488
2.7973425,1489
2.7239826,1490
2.7487357,1491
2.8127208,1492
2.7805505,1493
2.8226974,1494
2.833263,1495
2.7694924,1496
2.7635553,1497
2.825222,1498
2.7862117,1499
2.7727392,1500
2.8405058,1501
2.892487,1502
2.8987958,1503
2.8993926,1504
2.915463,1505
2.9309423,1506
2.9311488,1507
2.9225233,1508
2.8742747,1509
2.8954797,1510
2.9005458,1511
2.9069467,1512
2.9086816,1513
2.903547,1514
2.8448899,1515
2.7998946,1516
2.811551,1517
2.8264532,1518
2.7881227,1519
2.8351312,1520
2.7815201,1521
2.782796,1522
2.7632554,1523
2.7892447,1524
2.827444,1525
2.8033772,1526
2.8010144,1527
2.812584,1528
2.7726362,1529
2.820482,1530
2.7803783,1531
2.8666246,1532
2.9062095,1533
2.9266148,1534
2.9302373,1535
2.9381611,1536
2.9318774,1537
2.932262,1538
2.9390864,1539
2.9346707,1540
2.907075,1541
2.908679,1542
2.8889735,1543
2.8791533,1544
2.8615668,1545
2.8127174,1546
2.7778897,1547
2.8326273,1548
2.8932354,1549
2.8912096,1550
2.89294,1551
2.8812213,1552
2.8648286,1553
2.7479424,1554
2.7509234,1555
2.8275146,1556
2.9070425,1557
2.8963473,1558
2.892653,1559
2.9196708,1560
2.9133122,1561
2.9212708,1562
2.9144082,1563
2.807633,1564
2.8070052,1565
2.7794373,1566
2.804729,1567
2.7930481,1568
2.7798028,1569
2.7349236,1570
2.7246268,1571
2.7434423,1572
2.7339773,1573
2.7819855,1574
2.853412,1575
2.8375323,1576
2.8015237,1577
2.822289,1578
2.912185,1579
2.9141307,1580
2.9200828,1581
2.9145818,1582
2.9006152,1583
2.9266963,1584
2.9240682,1585
2.9323606,1586
2.916704,1587
2.865284,1588
2.8702114,1589
2.8912141,1590
2.8700206,1591
2.8643744,1592
2.8124232,1593
2.7421927,1594
2.692211,1595
2.662988,1596
2.5628276,1597
2.580708,1598
2.6275604,1599
2.5969408,1600
2.5728161,1601
2.5956385,1602
2.6739426,1603
2.6514018,1604
2.8821394,1605
2.924834,1606
2.9228702,1607
2.913209,1608
2.8863177,1609
2.7816255,1610
2.8661873,1611
2.8817909,1612
2.880107,1613
2.894243,1614
2.8720653,1615
2.8765845,1616
2.8977628,1617
2.8599305,1618
2.8925114,1619
2.8959844,1620
2.8669138,1621
2.880382,1622
2.873342,1623
2.8912086,1624
2.8361647,1625
2.8762295,1626
2.9225187,1627
2.9257364,1628
2.9184744,1629
2.9299593,1630
2.938527,1631
2.9368074,1632
2.9348168,1633
2.9209871,1634
2.8832607,1635
2.8607314,1636
2.7885568,1637
2.7800326,1638
2.874826,1639
2.9163373,1640
2.9317825,1641
2.94415,1642
2.935193,1643
2.9256167,1644
2.9011383,1645
2.8742583,1646
2.820034,1647
2.838879,1648
