@RELATION 'Music feature'
%rows=1
%columns=9770
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Zero-crossing rate' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.15625,1222
0.150390625,1223
0.26171875,1224
0.134765625,1225
0.193359375,1226
0.037109375,1227
0.21484375,1228
0.16015625,1229
0.154296875,1230
0.150390625,1231
0.0859375,1232
0.142578125,1233
0.07421875,1234
0.189453125,1235
0.177734375,1236
0.05078125,1237
0.0625,1238
0.11328125,1239
0.068359375,1240
0.072265625,1241
0.09375,1242
0.017578125,1243
0.10546875,1244
0.15625,1245
0.109375,1246
0.16796875,1247
0.06640625,1248
0.2421875,1249
0.1484375,1250
0.162109375,1251
0.17578125,1252
0.06640625,1253
0.158203125,1254
0.0703125,1255
0.22265625,1256
0.140625,1257
0.13671875,1258
0.076171875,1259
0.181640625,1260
0.16796875,1261
0.228515625,1262
0.291015625,1263
0.046875,1264
0.142578125,1265
0.125,1266
0.11328125,1267
0.234375,1268
0.1171875,1269
0.146484375,1270
0.21875,1271
0.240234375,1272
0.212890625,1273
0.181640625,1274
0.037109375,1275
0.15625,1276
0.1796875,1277
0.060546875,1278
0.1875,1279
0.05078125,1280
0.138671875,1281
0.0625,1282
0.14453125,1283
0.1953125,1284
0.25,1285
0.052734375,1286
0.15234375,1287
0.205078125,1288
0.2578125,1289
0.205078125,1290
0.0625,1291
0.140625,1292
0.091796875,1293
0.125,1294
0.240234375,1295
0.140625,1296
0.091796875,1297
0.115234375,1298
0.173828125,1299
0.236328125,1300
0.18359375,1301
0.076171875,1302
0.173828125,1303
0.1640625,1304
0.1875,1305
0.20703125,1306
0.1328125,1307
0.09375,1308
0.177734375,1309
0.162109375,1310
0.205078125,1311
0.134765625,1312
0.162109375,1313
0.15625,1314
0.23828125,1315
0.29296875,1316
0.244140625,1317
0.056640625,1318
0.095703125,1319
0.14453125,1320
0.1796875,1321
0.17578125,1322
0.177734375,1323
0.046875,1324
0.103515625,1325
0.134765625,1326
0.216796875,1327
0.216796875,1328
0.03125,1329
0.05078125,1330
0.04296875,1331
0.078125,1332
0.072265625,1333
0.142578125,1334
0.091796875,1335
0.171875,1336
0.125,1337
0.15625,1338
0.109375,1339
0.05859375,1340
0.115234375,1341
0.0703125,1342
0.205078125,1343
0.205078125,1344
0.048828125,1345
0.125,1346
0.109375,1347
0.14453125,1348
0.220703125,1349
0.103515625,1350
0.0625,1351
0.123046875,1352
0.169921875,1353
0.162109375,1354
0.1875,1355
0.111328125,1356
0.19921875,1357
0.16015625,1358
0.130859375,1359
0.20703125,1360
0.046875,1361
0.1484375,1362
0.158203125,1363
0.080078125,1364
0.1328125,1365
0.12890625,1366
0.0625,1367
0.09765625,1368
0.091796875,1369
0.15234375,1370
0.2421875,1371
0.03515625,1372
0.11328125,1373
0.140625,1374
0.1875,1375
0.310546875,1376
0.091796875,1377
0.109375,1378
0.119140625,1379
0.11328125,1380
0.09375,1381
0.146484375,1382
0.1015625,1383
0.18359375,1384
0.185546875,1385
0.181640625,1386
0.21875,1387
0.03125,1388
0.1875,1389
0.111328125,1390
0.21875,1391
0.2890625,1392
0.0625,1393
0.13671875,1394
0.095703125,1395
0.259765625,1396
0.19140625,1397
0.16015625,1398
0.0703125,1399
0.09765625,1400
0.15234375,1401
0.154296875,1402
0.154296875,1403
0.03515625,1404
0.1640625,1405
0.1640625,1406
0.060546875,1407
0.140625,1408
0.10546875,1409
0.064453125,1410
0.1328125,1411
0.166015625,1412
0.177734375,1413
0.158203125,1414
0.05859375,1415
0.177734375,1416
0.1640625,1417
0.185546875,1418
0.181640625,1419
0.07421875,1420
0.19921875,1421
0.125,1422
0.17578125,1423
0.2265625,1424
0.09375,1425
0.1015625,1426
0.12890625,1427
0.259765625,1428
0.16015625,1429
0.11328125,1430
0.2265625,1431
0.248046875,1432
0.203125,1433
0.24609375,1434
0.17578125,1435
0.14453125,1436
0.169921875,1437
0.201171875,1438
0.197265625,1439
0.169921875,1440
0.111328125,1441
0.17578125,1442
0.193359375,1443
0.265625,1444
0.2890625,1445
0.080078125,1446
0.1328125,1447
0.11328125,1448
0.1640625,1449
0.15625,1450
0.142578125,1451
0.056640625,1452
0.13671875,1453
0.09765625,1454
0.15625,1455
0.25390625,1456
0.03125,1457
0.11328125,1458
0.1484375,1459
0.162109375,1460
0.181640625,1461
0.142578125,1462
0.103515625,1463
0.1484375,1464
0.16796875,1465
0.16796875,1466
0.150390625,1467
0.11328125,1468
0.171875,1469
0.25,1470
0.265625,1471
0.201171875,1472
0.0859375,1473
0.1953125,1474
0.189453125,1475
0.2265625,1476
0.255859375,1477
0.056640625,1478
0.2265625,1479
0.162109375,1480
0.185546875,1481
0.20703125,1482
0.203125,1483
0.1796875,1484
0.220703125,1485
0.208984375,1486
0.228515625,1487
0.1796875,1488
0.12109375,1489
0.15234375,1490
0.15625,1491
0.185546875,1492
0.154296875,1493
0.126953125,1494
0.064453125,1495
0.1484375,1496
0.17578125,1497
0.251953125,1498
0.20703125,1499
0.0625,1500
0.158203125,1501
0.107421875,1502
0.189453125,1503
0.212890625,1504
0.158203125,1505
0.134765625,1506
0.162109375,1507
0.193359375,1508
0.208984375,1509
0.177734375,1510
0.095703125,1511
0.1875,1512
0.177734375,1513
0.21875,1514
0.181640625,1515
0.083984375,1516
0.095703125,1517
0.09765625,1518
0.146484375,1519
0.228515625,1520
0.2265625,1521
0.158203125,1522
0.1171875,1523
0.24609375,1524
0.203125,1525
0.19921875,1526
0.16015625,1527
0.056640625,1528
0.1953125,1529
0.208984375,1530
0.236328125,1531
0.19921875,1532
0.083984375,1533
0.166015625,1534
0.18359375,1535
0.1796875,1536
0.1640625,1537
0.142578125,1538
0.107421875,1539
0.21875,1540
0.1875,1541
0.216796875,1542
0.09765625,1543
0.078125,1544
0.130859375,1545
0.140625,1546
0.1640625,1547
0.068359375,1548
0.1640625,1549
0.1953125,1550
0.046875,1551
0.177734375,1552
0.169921875,1553
0.185546875,1554
0.08203125,1555
0.16796875,1556
0.083984375,1557
0.095703125,1558
0.1484375,1559
0.16796875,1560
0.15234375,1561
0.203125,1562
0.2265625,1563
0.25,1564
0.220703125,1565
0.228515625,1566
0.234375,1567
0.228515625,1568
0.17578125,1569
0.166015625,1570
0.1796875,1571
0.099609375,1572
0.140625,1573
0.1328125,1574
0.12890625,1575
0.09765625,1576
0.076171875,1577
0.1640625,1578
