@RELATION 'Music feature'
%rows=1
%columns=12922
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Distances in phase domain' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.08503723,1443
0.050082304,1444
0.029860957,1445
0.022545733,1446
0.030657098,1447
0.02515817,1448
0.019668678,1449
0.0133276805,1450
0.33412296,1451
0.3553006,1452
0.1942017,1453
0.09548982,1454
0.073881276,1455
0.06757528,1456
0.048070457,1457
0.03195502,1458
0.024028327,1459
0.1416661,1460
0.1486548,1461
0.10431017,1462
0.06902922,1463
0.039379466,1464
0.031535838,1465
0.028315151,1466
0.022686323,1467
0.016571276,1468
0.16167648,1469
0.39471582,1470
0.27006727,1471
0.13869342,1472
0.08559485,1473
0.07461622,1474
0.06832059,1475
0.05403635,1476
0.03901496,1477
0.07619394,1478
0.13951716,1479
0.091059715,1480
0.05190837,1481
0.03035289,1482
0.02688781,1483
0.039435316,1484
0.0337653,1485
0.02437691,1486
0.01737644,1487
0.37033343,1488
0.3577814,1489
0.18984842,1490
0.0950124,1491
0.07329459,1492
0.075158104,1493
0.052068103,1494
0.038946416,1495
0.030922202,1496
0.14999004,1497
0.1436293,1498
0.10527926,1499
0.06546979,1500
0.039590433,1501
0.07384346,1502
0.06075663,1503
0.039219584,1504
0.025107361,1505
0.19639246,1506
0.3816237,1507
0.26833993,1508
0.13028333,1509
0.07915985,1510
0.068028994,1511
0.059547793,1512
0.03881228,1513
0.029769234,1514
0.08851082,1515
0.12829867,1516
0.08115894,1517
0.04614881,1518
0.02933284,1519
0.025439838,1520
0.03799376,1521
0.031060414,1522
0.019396277,1523
0.025545567,1524
0.38911963,1525
0.35415795,1526
0.17863375,1527
0.09512775,1528
0.07253097,1529
0.076280616,1530
0.049643,1531
0.035376526,1532
0.02685021,1533
0.15936112,1534
0.15221456,1535
0.097966425,1536
0.06318453,1537
0.08467058,1538
0.4090024,1539
0.27888447,1540
0.15672047,1541
0.08806763,1542
0.11464062,1543
0.18469149,1544
0.10949803,1545
0.05202712,1546
0.029830597,1547
0.15507714,1548
0.12678128,1549
0.075875476,1550
0.045150198,1551
0.11049154,1552
0.123288944,1553
