@RELATION 'Music feature'
%rows=1
%columns=12922
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Spectral centroid' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
185.33589,277
212.82898,278
2766.2969,279
2986.251,280
2377.4875,281
1995.1572,282
951.3269,283
663.4406,284
380.8055,285
208.90164,286
216.73503,287
1068.0896,288
1665.8466,289
1042.6378,290
295.22498,291
192.3407,292
324.59946,293
348.07318,294
866.0283,295
710.2972,296
1044.1677,297
270.46747,298
240.13217,299
184.2005,300
199.11086,301
168.37819,302
331.28384,303
305.7453,304
331.023,305
1019.5038,306
329.14813,307
204.66495,308
213.79199,309
174.87416,310
634.73694,311
254.32475,312
230.0369,313
190.35701,314
192.48921,315
175.559,316
310.1011,317
422.96957,318
380.58548,319
1125.8994,320
294.87082,321
235.9993,322
193.44968,323
196.55675,324
553.8144,325
276.00867,326
203.25255,327
208.15636,328
175.44919,329
233.37834,330
339.01132,331
433.45816,332
374.36942,333
984.73315,334
240.10446,335
235.489,336
176.4508,337
196.73653,338
164.05554,339
313.2377,340
313.43173,341
339.15472,342
1177.8059,343
313.28687,344
227.79599,345
204.79088,346
189.81978,347
608.0239,348
269.8425,349
217.4077,350
203.18033,351
183.5351,352
213.47289,353
314.56747,354
406.68042,355
376.80298,356
1062.2227,357
265.02673,358
238.82127,359
179.99483,360
202.76999,361
456.38007,362
272.29315,363
187.05898,364
207.01404,365
204.72012,366
313.77875,367
218.63676,368
195.3878,369
197.5365,370
2658.417,371
2397.641,372
1435.6726,373
927.5224,374
412.06766,375
141.71602,376
114.72148,377
98.67642,378
98.46649,379
405.7847,380
1591.9396,381
1351.669,382
209.80211,383
194.12067,384
517.58325,385
281.1973,386
206.36652,387
215.63696,388
879.4099,389
2900.7998,390
2367.744,391
3146.3384,392
1631.2239,393
730.50336,394
581.79694,395
329.7723,396
240.33037,397
173.76064,398
1338.2316,399
1618.7577,400
1253.5962,401
274.48358,402
177.95044,403
419.3546,404
425.84143,405
771.8821,406
826.4995,407
2687.4678,408
2492.9897,409
1571.961,410
772.0714,411
383.7252,412
131.53682,413
114.277405,414
98.04203,415
99.21121,416
614.19293,417
1819.5391,418
1168.2665,419
194.32904,420
192.41592,421
426.18704,422
277.0992,423
194.56714,424
210.43283,425
2121.598,426
2815.3193,427
2260.4336,428
3185.6526,429
1504.3456,430
773.4627,431
561.39795,432
291.3765,433
188.73315,434
165.94733,435
1317.0332,436
1585.3167,437
742.13385,438
241.00633,439
182.36095,440
471.10815,441
422.92688,442
734.6834,443
893.67847,444
2661.8372,445
2427.8274,446
1725.5354,447
677.5229,448
347.82947,449
129.10098,450
115.76374,451
98.33586,452
99.771805,453
887.2689,454
1942.457,455
1149.6609,456
193.72522,457
186.40047,458
351.5407,459
263.83334,460
212.38951,461
202.995,462
2519.2966,463
2783.656,464
2236.033,465
3258.7434,466
1375.75,467
756.7738,468
571.23065,469
294.0656,470
209.48837,471
156.70915,472
1245.3256,473
1866.959,474
713.0504,475
193.82559,476
187.421,477
480.80005,478
423.00974,479
733.0221,480
1082.2145,481
2554.0925,482
2372.3906,483
1621.7449,484
592.15753,485
317.72232,486
123.121445,487
114.26397,488
96.62421,489
102.83776,490
956.9437,491
1734.152,492
1072.628,493
208.67209,494
184.2776,495
336.32385,496
249.91257,497
223.64622,498
194.49638,499
2687.3237,500
2951.7156,501
2160.7917,502
3085.6016,503
1297.7738,504
738.40094,505
576.51794,506
282.91165,507
202.33327,508
152.53584,509
1282.6437,510
1967.5686,511
520.6454,512
192.56386,513
545.1065,514
245.53065,515
229.09201,516
203.3579,517
183.27147,518
2395.9277,519
2182.8953,520
1538.39,521
545.78925,522
284.47507,523
120.6058,524
112.32602,525
96.87347,526
104.57814,527
1351.7202,528
1624.1953,529
1100.8413,530
213.70291,531
173.14421,532
340.2287,533
231.06631,534
226.72131,535
186.24504,536
2699.4153,537
2931.209,538
2163.1711,539
2769.7375,540
1205.2235,541
756.41095,542
574.16284,543
347.56598,544
184.07104,545
190.85187,546
1323.0361,547
1924.7634,548
500.97537,549
196.89583,550
195.47299,551
429.00827,552
459.68097,553
838.3921,554
1734.1743,555
2234.3237,556
1928.2743,557
1313.0536,558
547.86914,559
251.86174,560
120.34979,561
109.639885,562
93.71942,563
107.43604,564
1231.4238,565
1498.1196,566
1174.8506,567
207.24983,568
181.21005,569
335.76535,570
